smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv,u0_atom,u298_atom,h298_atom,g298_atom,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
CCC1(C)CC(=O)C=C1,3.1813,1.04452,1.01176,3.7141,85.42,-0.2345,-0.0434,0.1911,1310.6543,0.181765,-387.137018,-387.127704,-387.12676,-387.171429,35.342,-2067.633997,-2080.454006,-2092.308906,-1926.60135,10.73076389,10.73076389,0.177662037,0.177662037,0.521689224,33.77777778,124.183,112.087,124.088815,50,0,0.155747881,-0.294841796,0.294841796,0.155747881,1.777777778,2.444444444,2.666666667,16.13785927,9.873161309,2.255814771,-2.161525142,2.315929901,-2.088186924,5.924568325,-0.11465456,2.134416228,2.675397713,157.9505705,6.905777394,5.977162391,5.977162391,4.161613803,3.382574701,3.382574701,2.984006468,2.984006468,2.057341932,2.057341932,1.052855888,1.052855888,-0.59,121.661725,6.528906064,1.976927324,1.206021868,55.75993374,0,0,5.783244946,0,0,0,4.794537184,0,0,0,19.92349451,17.9118322,6.420821623,0,4.794537184,5.783244946,0,0,5.414990469,26.68911765,0,12.15204021,0,0,0,0,0,0,5.783244946,4.794537184,5.414990469,26.68911765,12.15204021,0,0,0,17.07,0,4.794537184,0,11.19823542,6.420821623,6.420821623,0,6.076020107,6.076020107,13.8474744,0,0,0,10.73076389,0,0.177662037,0.277175926,0,5.497592593,4.233472222,0,0.625,9,0,1,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1.9317,37.162,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC(O)CC1OC1C=O,2.66873,0.98397,0.83174,2.1747,72.84,-0.2591,-0.0436,0.2156,1427.4884,0.155903,-460.146146,-460.13628,-460.135335,-460.181792,35.208,-1800.352814,-1811.048077,-1821.716358,-1672.954054,9.952402683,9.952402683,0.011574074,-0.361157407,0.422101014,35.77777778,130.143,120.063,130.0629942,52,0,0.15096437,-0.393315017,0.393315017,0.15096437,1.888888889,2.555555556,2.888888889,16.59941327,10.16992364,2.382774371,-1.956684145,2.235687064,-2.058083458,5.600224048,-0.108380391,2.448496094,2.116673807,110.8706003,6.853371151,5.280218034,5.280218034,4.236382105,3.025819188,3.025819188,2.359956461,2.359956461,1.329292757,1.329292757,0.802055168,0.802055168,-0.41,173.8432227,6.706414435,2.453837127,1.765625204,53.62743153,14.63792753,6.103966388,6.286160523,0,0,0,0,0,0,0,0,6.9237372,6.420821623,12.20793278,14.63792753,6.286160523,0,0,0,31.65645799,0,0,0,0,0,0,0,0,29.70458708,9.531400138,0,13.34455882,0,0,0,0,49.83,0,4.794537184,0,18.31189916,6.420821623,6.286160523,0,6.9237372,0,0,9.843390349,4.848888889,0,9.952402683,8.780147392,0,0,0,0.734490741,1.684070295,0,0.833333333,9,1,3,0,1,1,0,0,0,3,1,3,3,0,1,1,1,-0.2764,31.0228,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cc1cc(nc(c1)F)O,1.94289,1.75634,0.92775,2.0178,71.62,-0.2337,-0.0188,0.215,1176.1616,0.112805,-461.998485,-461.990682,-461.989738,-462.031668,29.145,-1599.548679,-1607.984282,-1616.281206,-1497.381429,12.15722222,12.15722222,0.270833333,-0.645833333,0.531577729,9.555555556,127.118,121.07,127.043342,48,0,0.215856476,-0.493196765,0.493196765,0.215856476,1.555555556,2.222222222,2.666666667,19.14292688,10.29227221,1.939995995,-1.916265115,2.071201352,-1.821814684,5.174565726,0.434523816,1.588091448,3.16567031,173.8200652,6.853371151,4.927092202,4.927092202,4.18154055,2.514503168,2.514503168,1.825418175,1.825418175,0.924902599,0.924902599,0.607151506,0.607151506,-1.12,85.75693819,6.006903553,2.009487457,1.384108997,51.97576237,5.106527395,0,0,11.82768568,0,0,0,0,9.374393569,0,0,18.55355576,6.066367068,0,9.496942443,0,0,4.983978521,0,6.9237372,0,23.64388297,0,5.879988336,0,4.390415048,5.879988336,0,10.09050592,0,12.87143454,5.563451492,12.13273414,0,0,0,33.12,5.947697344,4.390415048,0,5.879988336,5.563451492,0,12.13273414,6.9237372,0,4.983978521,5.106527395,12.15722222,0,3.123333333,8.642777778,0.666666667,-0.916666667,2.641666667,0,1.685,0,0.166666667,9,1,2,0,0,0,0,1,1,2,1,3,0,0,0,0,1,1.23472,30.5968,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1CC2(C1)C1C3CC2C13,3.74387,1.42886,1.31361,0.2896,85.32,-0.2393,0.0894,0.3287,1058.5676,0.184616,-349.892333,-349.885169,-349.884224,-349.923685,30.115,-2050.76781,-2064.937591,-2076.791864,-1908.071636,1.648148148,1.648148148,1.009259259,1.009259259,0.458709128,69.33333333,120.195,108.099,120.0939004,48,0,-0.023231241,-0.052206413,0.052206413,0.023231241,1.222222222,2.111111111,2.333333333,14.8838672,9.49397706,2.840312392,-2.550935504,2.898366693,-2.475872358,5.317862292,-0.063343254,2.184035454,1.85086516,176.7052162,5.637828202,5.637828202,5.637828202,4.434286965,4.434286965,4.434286965,4.695900274,4.695900274,4.906927136,4.906927136,4.352751743,4.352751743,0,205.2993327,4,0.809917355,0.199445983,55.63546333,0,0,0,0,0,0,0,0,0,0,6.420821623,48.34907952,0,0,0,0,0,0,29.08661465,25.68328649,0,0,0,0,0,0,0,0,0,0,29.08661465,25.68328649,0,0,0,0,0,0,0,0,0,0,5.414990469,23.67162418,25.68328649,0,0,0,0,0,0,0,1.009259259,5.123240741,0,6.450833333,0,0,1,9,0,0,4,0,4,0,0,0,0,0,0,0,4,0,4,4,2.0524,34.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OC12CC(C1)(C=C2)C#C,4.06508,1.23004,1.10674,1.3963,79.82,-0.2359,0.0031,0.239,1105.9092,0.134753,-384.620045,-384.612176,-384.611231,-384.651814,32.201,-1743.914027,-1754.086575,-1763.568864,-1627.965424,9.374375,9.374375,0.060763889,-0.521458333,0.368317264,52.44444444,120.151,112.087,120.0575149,46,0,0.086289582,-0.385658417,0.385658417,0.086289582,1.444444444,2.111111111,2.333333333,16.28627466,9.662702466,2.545492798,-2.400298364,2.551379965,-2.424251992,5.372485898,-0.02095804,2.199454526,2.337429062,213.2123595,6.535533906,5.093477965,5.093477965,4.181980515,3.087179097,3.087179097,3.090939041,3.090939041,2.243203134,2.243203134,1.741249353,1.741249353,-0.74,142.9645442,5.07728235,1.07607912,0.444407714,54.38603963,5.106527395,0,0,0,0,0,0,0,0,6.423349896,18.07247453,12.84164325,0,11.01604128,5.106527395,0,0,0,5.414990469,18.44269406,0,12.15204021,0,12.34378421,0,0,0,0,10.70757821,0,17.75877468,12.84164325,12.15204021,0,0,0,20.23,5.601050811,5.106527395,0,5.414990469,0,12.84164325,0,0,12.15204021,5.920434319,6.423349896,0,0,0,9.374375,-0.582222222,2.684652778,0,10.52319444,0,0,0.5,9,1,1,3,0,3,0,0,0,1,1,1,0,1,0,1,3,0.7007,34.5898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CC12CCC1(CO)CC2,2.36059,1.29323,1.2817,1.4014,85.15,-0.2568,0.0703,0.3271,1194.1746,0.205037,-388.267902,-388.258236,-388.257292,-388.303026,36.695,-2149.422265,-2163.798497,-2176.839389,-1995.46607,9.032152778,9.032152778,0.395833333,0.395833333,0.564968291,55.33333333,126.199,112.087,126.1044651,52,0,0.049215349,-0.395776674,0.395776674,0.049215349,1.222222222,1.777777778,1.777777778,16.25278191,9.38845624,2.612847968,-2.6606603,2.691756857,-2.590711157,5.111654178,-0.189084435,1.885114207,2.155691047,125.9932866,6.535533906,5.982747501,5.982747501,4.224873734,3.833994719,3.833994719,3.999104141,3.999104141,3.893653997,3.893653997,2.409634395,2.409634395,-0.04,113.1068524,5.722890921,1.340540228,0.419562062,56.07641727,5.106527395,0,0,0,0,0,0,0,0,0,6.9237372,36.51326743,6.606881965,0,5.106527395,0,0,0,10.82998094,32.60702369,6.606881965,0,0,0,0,0,0,0,11.71340936,0,10.82998094,32.60702369,0,0,0,0,20.23,0,0,0,0,17.4368629,0,25.68328649,0,0,6.9237372,5.106527395,0,0,0,9.032152778,0.953125,0,0,5.265,2.749722222,0,1,9,1,1,2,0,2,0,0,0,1,1,1,1,2,0,2,2,1.559,36.0938,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1C(C)C1OC=O,2.23441,1.22872,0.98296,4.9052,73.47,-0.2549,0.0133,0.2682,1287.2792,0.156311,-460.15118,-460.141211,-460.140267,-460.186561,34.679,-1803.511694,-1814.142324,-1824.811232,-1675.946645,9.784540816,9.784540816,0.006944444,0.006944444,0.51153702,40,130.143,120.063,130.0629942,52,0,0.292960224,-0.461408583,0.461408583,0.292960224,1.444444444,2.111111111,2.444444444,16.57463195,10.49024747,2.492177068,-1.912524255,2.350467535,-1.985010912,5.3840863,-0.130755441,2.439203516,2.238307308,112.8706003,6.853371151,5.534145948,5.534145948,4.308060412,2.928407601,2.928407601,2.256358059,2.256358059,1.704196955,1.704196955,1.005330275,1.005330275,-0.57,178.0618567,6.548623962,2.351355522,1.052097069,53.94674301,9.473725908,12.20793278,0,0,6.472220865,0,4.794537184,0,0,0,6.9237372,0,13.02770359,0,14.26826309,6.472220865,0,0,5.917906046,19.13166998,7.109797541,0,0,0,0,0,0,0,25.78995118,14.26826309,5.917906046,6.9237372,0,0,0,0,35.53,0,4.794537184,0,12.20793278,12.39012691,0,0,7.109797541,6.9237372,4.736862954,4.736862954,9.617685185,0,9.784540816,0,0,0.375185185,0,0.141388889,2.460833333,1.620366591,0.833333333,9,0,3,1,0,1,0,0,0,3,0,3,3,1,0,1,1,0.1927,30.898,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COCC1NC1C,6.40034,1.30255,1.18155,1.4088,65.55,-0.2448,0.0801,0.325,1051.1728,0.159133,-326.938562,-326.930243,-326.929299,-326.971516,29.072,-1602.193002,-1612.969841,-1623.047008,-1484.877684,4.873657407,4.873657407,0.643518519,0.643518519,0.49600155,38.57142857,101.149,90.061,101.084064,42,0,0.063057058,-0.383008628,0.383008628,0.063057058,1.714285714,2.285714286,2.428571429,16.4638952,10.36255205,2.299237072,-1.875501987,2.073222937,-2.001543006,4.931395865,0.199054796,2.217856114,1.982097128,65.10049401,5.276020882,4.77005561,4.77005561,3.342535255,2.593205587,2.593205587,2.017176675,2.017176675,1.317629566,1.317629566,0.654126025,0.654126025,-0.08,66.53568341,5.064508671,1.801035211,1.143310342,43.85659575,10.05365156,0,0,0,0,0,0,0,0,0,0,6.9237372,19.1934792,6.606881965,4.736862954,0,0,5.316788604,0,19.00741886,13.71667951,0,0,0,5.316788604,0,0,0,25.80036116,4.736862954,0,6.9237372,0,0,0,0,31.17,0,0,0,0,12.08368166,6.606881965,0,7.109797541,0,12.2405258,4.736862954,4.873657407,0,0,3.2075,0,0,1.337916667,0,3.018703704,1.728888889,1,7,1,2,0,1,1,0,0,0,2,1,2,2,0,1,1,1,-0.0069,28.2617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1CCC(=O)C1C=O,1.84713,1.74501,1.00831,4.5539,76.36,-0.2466,-0.0463,0.2004,1198.1607,0.157897,-423.070654,-423.061587,-423.060643,-423.105224,33.071,-1889.656757,-1900.854028,-1911.522936,-1761.838822,10.78449074,10.78449074,0.122685185,-0.287037037,0.38443225,35,126.155,116.075,126.0680796,50,0,0.142820552,-0.302582014,0.302582014,0.142820552,1.666666667,2.333333333,2.555555556,16.14588109,9.99711868,2.299663891,-2.019106487,2.253657603,-2.125967956,5.947221316,-0.125460795,2.123199115,2.648509324,139.8515772,6.853371151,5.462760951,5.462760951,4.253218858,3.234320157,3.234320157,2.644138048,2.644138048,1.977523484,1.977523484,1.243506488,1.243506488,-0.66,133.7615443,6.459904077,2.294290816,1.017841774,54.24611676,4.794537184,12.06940547,0,0,0,0,4.794537184,0,0,0,6.9237372,12.33872767,6.420821623,5.917906046,9.589074368,12.06940547,0,0,11.83581209,19.76538045,0,0,0,0,0,0,0,0,12.06940547,9.589074368,11.83581209,19.76538045,0,0,0,0,34.14,0,9.589074368,0,17.61905704,6.420821623,12.70698215,0,0,6.9237372,0,0,0,0,20.99162037,0,0,0.122685185,0,2.270648148,1.94837963,0,0.714285714,9,0,2,1,0,1,0,0,0,2,0,2,1,1,0,1,1,0.8005,32.959,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COC1OC(=N)NC1=N,2.35965,1.54836,0.99483,0.8021,70.8,-0.2484,-0.0044,0.244,1164.7775,0.124958,-471.228286,-471.219823,-471.218879,-471.261991,30.61,-1542.759742,-1551.668487,-1560.558407,-1433.531133,7.034351852,7.034351852,0.071759259,-0.710648148,0.445872783,25.66666667,129.119,122.063,129.0538265,50,0,0.289614757,-0.427350423,0.427350423,0.289614757,1.666666667,2.333333333,2.555555556,16.69253096,10.58548917,2.248909112,-2.019722042,1.99493074,-2.241734457,6.010126544,-0.001740548,2.098575462,2.576769558,155.8917376,6.853371151,4.89384685,4.89384685,4.236382105,2.372452091,2.372452091,1.553279976,1.553279976,0.922867473,0.922867473,0.542628345,0.542628345,-1.1,128.0131032,6.026582278,2.021622759,0.995547143,51.97590086,9.473725908,0,5.835619786,0,12.31170686,0,16.13535582,0,0,0,0,0,7.109797541,0,9.473725908,11.85729991,10.81856721,5.316788604,0,6.290026729,7.109797541,0,0,0,5.316788604,0,0,0,25.25712418,9.473725908,10.81856721,0,0,0,0,0,78.19,6.290026729,0,0,11.85729991,0,0,7.109797541,0,0,14.79051451,10.81856721,9.291851852,0,0,16.23009259,0,0.071759259,-0.132546296,-0.710648148,0,1.416157407,0.5,9,3,5,0,1,1,0,0,0,4,3,5,1,0,1,1,1,-0.50926,30.4711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC#CC12COC1C2O,3.71031,0.89788,0.81125,1.8043,80.05,-0.2256,0.0321,0.2577,1452.4237,0.134137,-421.751192,-421.742103,-421.741159,-421.786775,32.585,-1689.534097,-1698.940457,-1708.423373,-1575.72279,9.120324074,9.120324074,0.04625,-0.300972222,0.451864193,52.22222222,124.139,116.075,124.0524295,48,0,0.111702933,-0.388558134,0.388558134,0.111702933,1.777777778,2.555555556,2.666666667,16.55210073,10.06664787,2.723111152,-2.173169909,2.558725737,-2.255025752,5.343960117,-0.007879169,2.123596503,2.184272916,194.697028,6.483127663,5.217269206,5.217269206,4.310495725,3.046813278,3.046813278,2.591808891,2.591808891,2.072596408,2.072596408,1.334967795,1.334967795,-0.52,148.6517552,5.27937332,1.310719308,0.407442689,53.82424578,9.843390349,17.62292324,0,0,0,0,0,0,0,5.920434319,5.920434319,6.9237372,0,6.606881965,9.843390349,0,0,0,5.414990469,19.13166998,6.606881965,0,0,11.84086864,0,0,0,0,23.92134213,4.736862954,17.25585911,6.9237372,0,0,0,0,29.46,0,0,0,17.62292324,6.606881965,0,0,6.9237372,0,11.84086864,9.843390349,5.020324074,0,0,9.120324074,-0.130208333,5.749398148,0,-0.254722222,2.411550926,0,0.714285714,9,1,2,1,1,2,0,0,0,2,1,2,0,1,1,2,2,-0.2306,31.6298,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CCC1(CCC=C1)C=O,2.18896,1.42595,1.12435,2.4615,84.43,-0.2328,-0.0247,0.208,1212.5433,0.181873,-387.116574,-387.107207,-387.106263,-387.151362,34.645,-2054.805203,-2067.591954,-2079.446854,-1914.009127,10.50888889,10.50888889,0.083333333,-0.083333333,0.40581576,33,124.183,112.087,124.088815,50,0,0.129407405,-0.302419599,0.302419599,0.129407405,1.777777778,2.555555556,2.777777778,16.13012872,9.867624716,2.257323434,-2.152928592,2.319353493,-2.140167483,5.630695949,-0.113709261,2.360732856,2.675986049,137.5030616,6.742640687,5.761619442,5.761619442,4.328427125,3.468847716,3.468847716,2.64561183,2.64561183,2.119190838,2.119190838,1.229607222,1.229607222,-0.59,169.9727656,6.528906064,2.338637871,1.044443079,55.75993374,4.794537184,6.286160523,0,0,0,0,0,0,0,0,19.07577741,19.26246487,5.414990469,0,4.794537184,6.286160523,0,0,5.414990469,26.18620207,0,12.15204021,0,0,0,0,0,0,6.286160523,4.794537184,5.414990469,26.18620207,12.15204021,0,0,0,17.07,0,4.794537184,0,5.414990469,0,25.54862539,0,0,6.076020107,12.99975731,0,0,0,10.50888889,0,-0.083333333,0,0,8.264861111,2.059583333,0,0.625,9,0,1,1,0,1,0,0,0,1,0,1,2,0,0,0,1,1.9317,37.162,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC1OC(=N)C=CC=C1,2.23403,1.77017,1.05157,3.8095,84.91,-0.2321,-0.0601,0.172,1142.141,0.148785,-401.967013,-401.958962,-401.958017,-401.999608,31.169,-1812.692778,-1823.639045,-1833.71433,-1690.26891,7.11,7.11,0.034722222,0.034722222,0.519810921,25.44444444,123.155,114.083,123.0684139,48,0,0.205745749,-0.470784806,0.470784806,0.205745749,1.555555556,2.333333333,3.111111111,16.49473638,10.34663478,1.99546726,-2.049637138,1.986977769,-2.06973467,5.850629232,0.256966401,1.93019449,2.644673988,169.7549644,6.690234444,5.294999636,5.294999636,4.2876937,2.889185143,2.889185143,1.931237193,1.931237193,1.053698951,1.053698951,0.642412618,0.642412618,-1.05,119.6720584,6.075786164,2.485264261,1.720081564,54.34276273,4.736862954,6.103966388,0,5.897745344,0,0,5.409283606,0,0,0,12.15204021,19.07577741,0,0,4.736862954,5.897745344,5.409283606,0,0,13.02770359,0,24.30408043,0,0,0,0,0,0,12.00171173,4.736862954,5.409283606,6.9237372,24.30408043,0,0,0,33.08,0,0,0,12.00171173,0,0,0,12.15204021,19.07577741,0,10.14614656,5.020833333,0,0,7.11,0,0.229166667,0,7.239166667,1.900833333,0,0.285714286,9,1,2,0,1,1,0,0,0,2,1,2,0,0,0,0,1,1.49477,36.5537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O=C1NN=NC=C1,6.11904,2.84995,1.94436,1.0953,51.07,-0.2632,-0.0857,0.1775,584.2627,0.069139,-355.497046,-355.491966,-355.491022,-355.525927,18.61,-1028.957255,-1034.656919,-1039.990118,-961.9537267,10.11138889,10.11138889,0.226851852,-0.226851852,0.459078646,8.571428571,97.077,94.053,97.02761172,36,0,0.266562983,-0.267940682,0.267940682,0.266562983,1.714285714,2.571428571,2.857142857,16.13933871,10.7087859,1.712560592,-1.711646521,1.515641456,-2.045566104,4.718259248,0.840436469,1.685616163,3.275329776,175.8764374,5.112884175,3.45737602,3.45737602,3.39384685,1.757938301,1.757938301,1.007262088,1.007262088,0.510505277,0.510505277,0.249778738,0.249778738,-1.19,47.19725257,3.98211704,1.505569485,0.818961513,39.1887763,0,0,0,0,5.559266895,0,4.794537184,5.098681808,0,5.098681808,5.213385096,0,6.066367068,6.196843572,0,0,0,15.41074871,0,0,0,22.61701472,0,0,5.559266895,0,0,0,15.41074871,0,0,0,17.05774782,0,0,0,58.64,0,4.794537184,0,5.559266895,0,0,12.26321064,0,0,15.41074871,0,0,0,10.11138889,8.651342593,-0.226851852,0,1.298611111,1.332175926,0,0,0,7,1,4,0,0,0,0,1,1,3,1,4,0,0,0,0,1,-0.8351,22.6527,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
